Player,Team,Conf,G,Cmp,Pass_Att,Cmp_Pct,Pass_Yds,Pass_TD,Int,Pass_Y/A,AY/A,PR,Year,School,Rush_Att,Rush_Yds,Rush_Y/A,Rush_TD,Rec,Rec_Yds,Y/R,Rec_TD,Plays,Tot_Yds,Y/P,Tot_TD
Jamison Crowder,Duke,ACC,13,1.0,1.0,100.0,12.0,1.0,0.0,12.0,32.0,530.8,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shane Tucker,Middle Tennessee State,CUSA,12,1.0,1.0,100.0,12.0,0.0,0.0,12.0,12.0,200.8,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garrett Johnson,Kentucky,SEC,12,1.0,1.0,100.0,11.0,0.0,0.0,11.0,11.0,192.4,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brad Kragthorpe,LSU,SEC,2,1.0,1.0,100.0,11.0,0.0,0.0,11.0,11.0,192.4,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taylor Symmank,Texas Tech,Big 12,12,1.0,2.0,50.0,11.0,0.0,0.0,5.5,5.5,96.2,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Troy Jones,Western Kentucky,CUSA,3,2.0,4.0,50.0,11.0,0.0,0.0,2.8,2.75,73.1,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Braverman,Western Michigan,MAC,13,1.0,1.0,100.0,11.0,0.0,0.0,11.0,11.0,192.4,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jarred Evans,Cincinnati,American,4,2.0,5.0,40.0,10.0,0.0,0.0,2.0,2.0,56.8,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devon Bell,Mississippi State,SEC,11,1.0,1.0,100.0,10.0,0.0,0.0,10.0,10.0,184.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A.J. Hughes,Virginia Tech,ACC,13,1.0,1.0,100.0,10.0,0.0,0.0,10.0,10.0,184.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Cobb,Minnesota,Big Ten,13,1.0,1.0,100.0,9.0,0.0,0.0,9.0,9.0,175.6,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenzee Jackson,Louisiana-Monroe,Sun Belt,12,1.0,1.0,100.0,8.0,0.0,0.0,8.0,8.0,167.2,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garrett Leatham,North Carolina State,ACC,3,1.0,6.0,16.7,8.0,0.0,1.0,1.3,-6.17,-5.5,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Miller,Boise State,MWC,5,1.0,3.0,33.3,7.0,1.0,0.0,2.3,9.0,162.9,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sebastian Tretola,Arkansas,SEC,13,1.0,1.0,100.0,6.0,1.0,0.0,6.0,26.0,480.4,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Dineen,Kansas,Big 12,11,1.0,1.0,100.0,5.0,0.0,0.0,5.0,5.0,142.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deshon Foxx,Connecticut,American,12,1.0,3.0,33.3,4.0,0.0,0.0,1.3,1.33,44.5,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Durron Neal,Oklahoma,Big 12,13,1.0,2.0,50.0,4.0,1.0,1.0,2.0,-10.5,131.8,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameron Thomas,Western Michigan,MAC,3,1.0,1.0,100.0,3.0,0.0,0.0,3.0,3.0,125.2,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Logan Hallock,Appalachian State,Sun Belt,2,1.0,2.0,50.0,2.0,0.0,0.0,1.0,1.0,58.4,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zach D'Orazio,Akron,MAC,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Howard,UAB,CUSA,12,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan Williams,Arkansas,SEC,13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Cox,Arkansas State,Sun Belt,11,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Terrell Johnson,Boise State,MWC,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Collin Michael,Buffalo,MAC,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ron Willoughby,Buffalo,MAC,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cole Leininger,California,Pac-12,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.J. Worton,UCF,American,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greg Watson,Fresno State,MWC,13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lynquez Blair,Georgia State,Sun Belt,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus Kemp,Hawaii,MWC,13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quinton Pedroza,Hawaii,MWC,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenneth Farrow,Houston,American,13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nate Boudreau,Indiana,Big Ten,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Lockett,Kansas State,Big 12,13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Williams,Kent State,MAC,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Johnson,Louisville,ACC,13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marken Michel,Massachusetts,MAC,12,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Todd Stafford,Massachusetts,MAC,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keiwone Malone,Memphis,American,13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Williams,Miami (FL),ACC,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeremy Liggins,Ole Miss,SEC,13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Logan Cooke,Mississippi State,SEC,9,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-45.0,-200.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Noah Copeland,Navy,Ind,13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hasaan Henderson,Nevada,MWC,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus Sullivan,Nevada-Las Vegas,MWC,9,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-45.0,-200.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeric Magnant,New Mexico,MWC,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blake Macek,North Texas,CUSA,12,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalin Marshall,Ohio State,Big Ten,15,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bill Belton,Penn State,Big Ten,13,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chase Favreau,San Diego State,MWC,7,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-45.0,-200.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Kearney,San Jose State,MWC,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike McFarland,South Florida,American,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodney Adams,South Florida,American,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ajene Harris,USC,Pac-12,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Casey Martin,Southern Mississippi,CUSA,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jarrod West,Syracuse,ACC,12,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Digiorgio,Temple,American,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pig Howard,Tennessee,SEC,13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kinderick Dent,Troy,Sun Belt,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rae Juan Marbley,Tulane,American,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-45.0,-200.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Thompson,Utah,Pac-12,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darius Jennings,Virginia,ACC,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Sousa,Wake Forest,ACC,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C.J. Uzomah,Auburn,SEC,13,1.0,1.0,100.0,-1.0,0.0,0.0,-1.0,-1.0,91.6,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Olson,Clemson,ACC,3,1.0,3.0,33.3,-1.0,0.0,0.0,-0.3,-0.33,30.5,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Stone,Arkansas State,Sun Belt,13,1.0,1.0,100.0,-2.0,0.0,0.0,-2.0,-2.0,83.2,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Manton,Louisiana-Monroe,Sun Belt,12,1.0,1.0,100.0,-2.0,0.0,0.0,-2.0,-2.0,83.2,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Burton,Rutgers,Big Ten,13,1.0,1.0,100.0,-2.0,0.0,0.0,-2.0,-2.0,83.2,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D.J. Foster,Arizona State,Pac-12,13,1.0,1.0,100.0,-3.0,0.0,0.0,-3.0,-3.0,74.8,2014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Doughty,Western Kentucky,CUSA,14,388.0,540.0,71.9,5055.0,48.0,9.0,9.4,10.39,176.5,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jared Goff,California,Pac-12,13,341.0,529.0,64.5,4719.0,43.0,13.0,8.9,9.44,161.3,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Arbuckle,Georgia State,Sun Belt,13,307.0,486.0,63.2,4368.0,28.0,12.0,9.0,9.03,152.7,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Driskel,Louisiana Tech,CUSA,13,281.0,450.0,62.4,4033.0,27.0,8.0,9.0,9.36,154.0,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Bercovici,Arizona State,Pac-12,13,319.0,532.0,60.0,3861.0,30.0,9.0,7.3,7.62,136.2,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dak Prescott,Mississippi State,SEC,13,316.0,477.0,66.2,3793.0,29.0,5.0,8.0,8.7,151.0,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paxton Lynch,Memphis,American,13,296.0,443.0,66.8,3776.0,28.0,4.0,8.5,9.38,157.5,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trevone Boykin,Texas Christian,Big 12,11,257.0,396.0,64.9,3575.0,31.0,10.0,9.0,9.46,161.5,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nate Sudfeld,Indiana,Big Ten,12,247.0,412.0,60.0,3573.0,27.0,7.0,8.7,9.22,151.0,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Kessler,USC,Pac-12,14,298.0,446.0,66.8,3536.0,29.0,7.0,7.9,8.52,151.7,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Allen,Arkansas,SEC,13,244.0,370.0,65.9,3440.0,30.0,8.0,9.3,9.95,166.5,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Connor Cook,Michigan State,Big Ten,13,229.0,408.0,56.1,3131.0,24.0,7.0,7.7,8.08,136.6,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Coker,Alabama,SEC,15,263.0,393.0,66.9,3110.0,21.0,8.0,7.9,8.07,147.0,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marquise Williams,North Carolina,ACC,14,219.0,357.0,61.3,3072.0,24.0,10.0,8.6,8.69,150.2,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Rudock,Michigan,Big Ten,13,249.0,389.0,64.0,3017.0,20.0,9.0,7.8,7.74,141.5,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Licata,Buffalo,MAC,12,280.0,449.0,62.4,2969.0,16.0,15.0,6.6,5.82,123.0,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phillip Ely,Toledo,MAC,12,226.0,403.0,56.1,2965.0,23.0,10.0,7.4,7.38,131.8,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blake Frohnapfel,Massachusetts,MAC,12,266.0,472.0,56.4,2919.0,16.0,13.0,6.2,5.62,114.0,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Hogan,Stanford,Pac-12,14,206.0,304.0,67.8,2867.0,27.0,8.0,9.4,10.02,171.0,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel Stave,Wisconsin,Big Ten,13,225.0,370.0,60.8,2687.0,11.0,11.0,7.3,6.52,125.7,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacoby Brissett,North Carolina State,ACC,13,237.0,395.0,60.0,2662.0,20.0,6.0,6.7,7.07,130.3,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blake Kemp,East Carolina,American,11,260.0,375.0,69.3,2658.0,16.0,10.0,7.1,6.74,137.6,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vernon Adams,Oregon,Pac-12,10,168.0,259.0,64.9,2643.0,26.0,6.0,10.2,11.17,179.1,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Hackenberg,Penn State,Big Ten,13,192.0,359.0,53.5,2525.0,16.0,6.0,7.0,7.17,123.9,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Driphus Jackson,Rice,CUSA,12,185.0,316.0,58.5,2348.0,18.0,7.0,7.4,7.57,135.3,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Clements,South Alabama,Sun Belt,12,171.0,324.0,52.8,2272.0,13.0,15.0,7.0,5.73,115.7,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Travis Wilson,Utah,Pac-12,12,195.0,314.0,62.1,2095.0,13.0,10.0,6.7,6.07,125.4,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameron Coffman,Wyoming,MWC,9,152.0,241.0,63.1,1951.0,18.0,10.0,8.1,7.72,147.4,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fredi Knighten,Arkansas State,Sun Belt,10,136.0,251.0,54.2,1835.0,19.0,9.0,7.3,7.21,133.4,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derrius Vick,Ohio,MAC,10,158.0,247.0,64.0,1809.0,10.0,6.0,7.3,7.04,134.0,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Everett Golson,Florida State,ACC,9,147.0,219.0,67.1,1778.0,11.0,3.0,8.1,8.51,149.2,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blake Decker,Nevada-Las Vegas,MWC,9,120.0,209.0,57.4,1713.0,12.0,8.0,8.2,7.62,137.6,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Brewer,Virginia Tech,ACC,8,126.0,216.0,58.3,1703.0,13.0,7.0,7.9,7.63,137.9,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Treon Harris,Florida,SEC,12,119.0,235.0,50.6,1676.0,9.0,6.0,7.1,6.75,118.1,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karson Roberts,Air Force,MWC,14,77.0,148.0,52.0,1595.0,11.0,11.0,10.8,8.92,152.2,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaquez Johnson,Florida Atlantic,CUSA,10,129.0,241.0,53.5,1592.0,9.0,7.0,6.6,6.05,115.5,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max Wittek,Hawaii,MWC,9,128.0,271.0,47.2,1542.0,7.0,15.0,5.7,3.72,92.5,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johnny McCrary,Vanderbilt,SEC,10,146.0,267.0,54.7,1533.0,6.0,12.0,5.7,4.17,101.3,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Allen,New Mexico State,Sun Belt,8,115.0,214.0,53.7,1529.0,16.0,8.0,7.1,6.96,131.0,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maxwell Smith,San Diego State,MWC,12,110.0,200.0,55.0,1529.0,13.0,2.0,7.6,8.5,138.7,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cardale Jones,Ohio State,Big Ten,10,110.0,176.0,62.5,1460.0,8.0,5.0,8.3,7.93,141.5,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam B. Richardson,Iowa State,Big 12,8,128.0,214.0,59.8,1443.0,8.0,8.0,6.7,5.81,121.3,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brooks Haack,Louisiana,Sun Belt,10,123.0,201.0,61.2,1407.0,5.0,7.0,7.0,5.93,121.2,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mack Leftwich,UTEP,CUSA,7,105.0,192.0,54.7,1228.0,9.0,3.0,6.4,6.63,120.8,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keenan Reynolds,Navy,American,13,61.0,115.0,53.0,1203.0,8.0,1.0,10.5,11.46,162.1,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damarcus Smith,North Texas,CUSA,10,99.0,212.0,46.7,1010.0,8.0,5.0,4.8,4.46,94.5,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chuckie Keeton,Utah State,MWC,7,104.0,199.0,52.3,1006.0,4.0,7.0,5.1,3.87,94.3,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.D. Sprague,Ohio,MAC,7,63.0,114.0,55.3,912.0,7.0,3.0,8.0,8.04,137.5,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blake Bogenschutz,UTSA,CUSA,5,81.0,137.0,59.1,897.0,4.0,4.0,6.5,5.82,117.9,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drew Kummer,Miami (OH),MAC,7,58.0,122.0,47.5,890.0,7.0,6.0,7.3,6.23,117.9,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Gray,San Jose State,MWC,6,73.0,105.0,69.5,839.0,6.0,4.0,8.0,7.42,147.9,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew McNulty,North Texas,CUSA,8,81.0,170.0,47.6,820.0,3.0,4.0,4.8,4.12,89.3,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Tabary,Arkansas State,Sun Belt,8,65.0,105.0,61.9,788.0,4.0,6.0,7.5,5.7,126.1,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.W. Walsh,Oklahoma State,Big 12,13,57.0,85.0,67.1,787.0,13.0,1.0,9.3,11.79,193.0,2015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
